index,coordinates,type,owner,troops,distance,resources,tribe,alliance,village,population
tile_97_46,"(97, 46)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_97_47,"(97, 47)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_98_-52,"(98, -52)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_98_-51,"(98, -51)",Prienai,ROBOTRON,,71.2,,Egyptians,,,450.0
tile_98_-50,"(98, -50)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_98_-49,"(98, -49)",Natars,Natars,,69.5,,Natars,,,8.0
tile_98_-48,"(98, -48)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_98_-47,"(98, -47)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_98_-46,"(98, -46)",Unoccupied oasis,nature,"[{'unit': 'Rat', 'count': 25}, {'unit': 'Snake', 'count': 20}, {'unit': 'Wild Boar', 'count': 7}, {'unit': 'Bear', 'count': 13}, {'unit': 'Tiger', 'count': 5}]",66.9,Crop,,,,
tile_98_-45,"(98, -45)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_98_-44,"(98, -44)",Wilderness,nature,,,,,,,
tile_98_-43,"(98, -43)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_98_-42,"(98, -42)",Wilderness,nature,,,,,,,
tile_98_-41,"(98, -41)",Wilderness,nature,,,,,,,
tile_98_-40,"(98, -40)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_98_-39,"(98, -39)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_98_-38,"(98, -38)",Wilderness,nature,,,,,,,
tile_98_-37,"(98, -37)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_98_-36,"(98, -36)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_98_-35,"(98, -35)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_98_-34,"(98, -34)",Unoccupied oasis,nature,"[{'unit': 'Rat', 'count': 6}, {'unit': 'Spider', 'count': 6}, {'unit': 'Wild Boar', 'count': 2}]",57.0,Clay,,,,
tile_98_-33,"(98, -33)",Aldea de PATRICIO,PATRICIO,,56.2,,Teutons,,,281.0
tile_98_-32,"(98, -32)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_98_-31,"(98, -31)",Wilderness,nature,,,,,,,
tile_98_-30,"(98, -30)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_98_-29,"(98, -29)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_98_-28,"(98, -28)",Unoccupied oasis,nature,"[{'unit': 'Rat', 'count': 3}, {'unit': 'Snake', 'count': 2}, {'unit': 'Bear', 'count': 1}, {'unit': 'Tiger', 'count': 1}]",52.4,Crop,,,,
tile_98_-27,"(98, -27)",Unoccupied oasis,nature,,51.7,Crop,,,,
tile_98_-26,"(98, -26)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_98_-25,"(98, -25)",Wilderness,nature,,,,,,,
tile_98_-24,"(98, -24)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_98_-23,"(98, -23)",Occupied oasis,Pardus,,48.8,Crop,Teutons,pards,Pardus1,
tile_98_-22,"(98, -22)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_98_-21,"(98, -21)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_98_-20,"(98, -20)",Occupied oasis,vyblit,,46.8,"Clay,Crop",Romans,SE,BaseCamp,
tile_98_-19,"(98, -19)",village,StonedHesus,,46.1,,Gauls,,,11.0
tile_98_-18,"(98, -18)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_98_-17,"(98, -17)",Wilderness,nature,,,,,,,
tile_98_-16,"(98, -16)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_98_-15,"(98, -15)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_98_-14,"(98, -14)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_98_-13,"(98, -13)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_98_-12,"(98, -12)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_98_-11,"(98, -11)",URUMÇİ,Historyking26,,41.3,,Egyptians,HUNTR,,185.0
tile_98_-10,"(98, -10)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_98_-9,"(98, -9)",Wilderness,nature,,,,,,,
tile_98_-8,"(98, -8)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_98_-7,"(98, -7)",village,Kawasaki,,39.4,,Gauls,,,8.0
tile_98_-6,"(98, -6)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_98_-5,"(98, -5)",Wilderness,nature,,,,,,,
tile_98_-4,"(98, -4)",Wilderness,nature,,,,,,,
tile_98_-3,"(98, -3)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_98_-2,"(98, -2)",village,Zdravko,,37.3,,Gauls,HNTR2,,353.0
tile_98_-1,"(98, -1)",Occupied oasis,Ases11,,37.0,"Iron,Crop",Teutons,HNTR1,Ases11`s village,
tile_98_0,"(98, 0)",Wilderness,nature,,,,,,,
tile_98_1,"(98, 1)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_98_2,"(98, 2)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_98_3,"(98, 3)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_98_4,"(98, 4)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_98_5,"(98, 5)",Unoccupied oasis,nature,"[{'unit': 'Wild Boar', 'count': 5}, {'unit': 'Wolf', 'count': 4}, {'unit': 'Bear', 'count': 3}]",35.5,Lumber,,,,
tile_98_6,"(98, 6)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_98_7,"(98, 7)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_98_8,"(98, 8)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_98_9,"(98, 9)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_98_10,"(98, 10)",Natars,Natars,,35.0,,Natars,,,94.0
tile_98_11,"(98, 11)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_98_12,"(98, 12)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_98_13,"(98, 13)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_98_14,"(98, 14)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_98_15,"(98, 15)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_98_16,"(98, 16)",Wilderness,nature,,,,,,,
tile_98_17,"(98, 17)",Wilderness,nature,,,,,,,
tile_98_18,"(98, 18)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_98_19,"(98, 19)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_98_20,"(98, 20)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_98_21,"(98, 21)",Revenara,Anette,,36.4,,Teutons,BRIX,,546.0
tile_98_22,"(98, 22)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_98_23,"(98, 23)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_98_24,"(98, 24)",Wilderness,nature,,,,,,,
tile_98_25,"(98, 25)",Wilderness,nature,,,,,,,
tile_98_26,"(98, 26)",Occupied oasis,Targeryan,,38.1,"Iron,Crop",Egyptians,R.E 4,daenerys,
tile_98_27,"(98, 27)",Unknown,SemWar,,38.5,,Egyptians,BRIX,,533.0
tile_98_28,"(98, 28)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_98_29,"(98, 29)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_98_30,"(98, 30)",Wilderness,nature,,,,,,,
tile_98_31,"(98, 31)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_98_32,"(98, 32)",Wilderness,nature,,,,,,,
tile_98_33,"(98, 33)",village,THOR,,41.3,,Huns,,,24.0
tile_98_34,"(98, 34)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_98_35,"(98, 35)",Aldea de toni,toni,,42.4,,Gauls,,,14.0
tile_98_36,"(98, 36)",Wilderness,nature,,,,,,,
tile_98_37,"(98, 37)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_98_38,"(98, 38)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_98_39,"(98, 39)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_98_40,"(98, 40)",village,FearedWolf,,45.5,,Huns,,,13.0
tile_98_41,"(98, 41)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_98_42,"(98, 42)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_98_43,"(98, 43)",Wilderness,nature,,,,,,,
tile_98_44,"(98, 44)",village,ajimn,,48.1,,Romans,,,13.0
tile_98_45,"(98, 45)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_98_46,"(98, 46)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_98_47,"(98, 47)",Wilderness,nature,,,,,,,
tile_99_-52,"(99, -52)",Wilderness,nature,,,,,,,
tile_99_-51,"(99, -51)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_99_-50,"(99, -50)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_99_-49,"(99, -49)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_99_-48,"(99, -48)",village,ChaosSpartan,,69.1,,Romans,,,10.0
tile_99_-47,"(99, -47)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_99_-46,"(99, -46)",Unoccupied oasis,nature,"[{'unit': 'Rat', 'count': 23}, {'unit': 'Snake', 'count': 13}, {'unit': 'Bear', 'count': 12}, {'unit': 'Tiger', 'count': 8}]",67.4,Crop,,,,
tile_99_-45,"(99, -45)",Wilderness,nature,,,,,,,
tile_99_-44,"(99, -44)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_99_-43,"(99, -43)",Unknown,Jjj,,64.9,,Huns,,,270.0
tile_99_-42,"(99, -42)",Unoccupied oasis,nature,,64.1,"Lumber,Crop",,,,
tile_99_-41,"(99, -41)",Wilderness,nature,,,,,,,
tile_99_-40,"(99, -40)",Wilderness,nature,,,,,,,
tile_99_-39,"(99, -39)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_99_-38,"(99, -38)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_99_-37,"(99, -37)",Wilderness,nature,,,,,,,
tile_99_-36,"(99, -36)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_99_-35,"(99, -35)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_99_-34,"(99, -34)",Baggers,Baggers3537,,57.6,,Gauls,,,11.0
tile_99_-33,"(99, -33)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_99_-32,"(99, -32)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_99_-31,"(99, -31)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_99_-30,"(99, -30)",village,Asahin,,54.6,,Gauls,,,150.0
tile_99_-29,"(99, -29)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_99_-28,"(99, -28)",Pardus,Pardus,,53.1,,Teutons,pards,,300.0
tile_99_-27,"(99, -27)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_99_-26,"(99, -26)",Wilderness,nature,,,,,,,
tile_99_-25,"(99, -25)",village,Parcen,,50.9,,Gauls,,,10.0
tile_99_-24,"(99, -24)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_99_-23,"(99, -23)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_99_-22,"(99, -22)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_99_-21,"(99, -21)",Wilderness,nature,,,,,,,
tile_99_-20,"(99, -20)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_99_-19,"(99, -19)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_99_-18,"(99, -18)",Sapo Gordo,Daniel1,,46.2,,Romans,R.E 4,,335.0
tile_99_-17,"(99, -17)",village,Yafes,,45.6,,Teutons,HNTR1,,17.0
tile_99_-16,"(99, -16)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_99_-15,"(99, -15)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_99_-14,"(99, -14)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_99_-13,"(99, -13)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_99_-12,"(99, -12)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_99_-11,"(99, -11)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_99_-10,"(99, -10)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_99_-9,"(99, -9)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_99_-8,"(99, -8)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_99_-7,"(99, -7)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_99_-6,"(99, -6)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_99_-5,"(99, -5)",Wilderness,nature,,,,,,,
tile_99_-4,"(99, -4)",Wilderness,nature,,,,,,,
tile_99_-3,"(99, -3)",village,ZugZug,,38.6,,Gauls,,,19.0
tile_99_-2,"(99, -2)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_99_-1,"(99, -1)",Wilderness,nature,,,,,,,
tile_99_0,"(99, 0)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_99_1,"(99, 1)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_99_2,"(99, 2)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_99_3,"(99, 3)",Wilderness,nature,,,,,,,
tile_99_4,"(99, 4)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_99_5,"(99, 5)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_99_6,"(99, 6)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_99_7,"(99, 7)",Wilderness,nature,,,,,,,
tile_99_8,"(99, 8)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_99_9,"(99, 9)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_99_10,"(99, 10)",Wilderness,nature,,,,,,,
tile_99_11,"(99, 11)",Unoccupied oasis,nature,,36.0,Iron,,,,
tile_99_12,"(99, 12)",Wilderness,nature,,,,,,,
tile_99_13,"(99, 13)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_99_14,"(99, 14)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_99_15,"(99, 15)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_99_16,"(99, 16)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_99_17,"(99, 17)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_99_18,"(99, 18)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_99_19,"(99, 19)",village,CropRider,,36.9,,Egyptians,,,18.0
tile_99_20,"(99, 20)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_99_21,"(99, 21)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_99_22,"(99, 22)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_99_23,"(99, 23)",Wilderness,nature,,,,,,,
tile_99_24,"(99, 24)",Wilderness,nature,,,,,,,
tile_99_25,"(99, 25)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_99_26,"(99, 26)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_99_27,"(99, 27)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_99_28,"(99, 28)",village,Dvian,,39.8,,Gauls,,,37.0
tile_99_29,"(99, 29)",Unknown,SemWar,,40.2,,Egyptians,BRIX,,372.0
tile_99_30,"(99, 30)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_99_31,"(99, 31)",Wilderness,nature,,,,,,,
tile_99_32,"(99, 32)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_99_33,"(99, 33)",Wilderness,nature,,,,,,,
tile_99_34,"(99, 34)",Wilderness,nature,,,,,,,
tile_99_35,"(99, 35)",Wilderness,nature,,,,,,,
tile_99_36,"(99, 36)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_99_37,"(99, 37)",village,Dionysus,,44.4,,Egyptians,,,14.0
tile_99_38,"(99, 38)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_99_39,"(99, 39)",Wilderness,nature,,,,,,,
tile_99_40,"(99, 40)",Wilderness,nature,,,,,,,
tile_99_41,"(99, 41)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_99_42,"(99, 42)",Wilderness,nature,,,,,,,
tile_99_43,"(99, 43)",Wilderness,nature,,,,,,,
tile_99_44,"(99, 44)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_99_45,"(99, 45)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_99_46,"(99, 46)",Brooklyn,LucasHood,,50.2,,Romans,,,113.0
tile_99_47,"(99, 47)",Wilderness,nature,,,,,,,
tile_100_-52,"(100, -52)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_100_-51,"(100, -51)",village,RPG,,72.2,,Teutons,,,11.0
tile_100_-50,"(100, -50)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_100_-49,"(100, -49)",Wilderness,nature,,,,,,,
tile_100_-48,"(100, -48)",Wilderness,nature,,,,,,,
tile_100_-47,"(100, -47)",Unoccupied oasis,nature,"[{'unit': 'Rat', 'count': 4}]",68.8,Clay,,,,
tile_100_-46,"(100, -46)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_100_-45,"(100, -45)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_100_-44,"(100, -44)",Wilderness,nature,,,,,,,
tile_100_-43,"(100, -43)",Wilderness,nature,,,,,,,
tile_100_-42,"(100, -42)",Aldea de Bartolix,Bartolix,,64.6,,Gauls,,,11.0
tile_100_-41,"(100, -41)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_100_-40,"(100, -40)",village,nYc,,63.0,,Egyptians,,,15.0
tile_100_-39,"(100, -39)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_100_-38,"(100, -38)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_100_-37,"(100, -37)",village,Lucky Caesar,,60.6,,Gauls,,,66.0
tile_100_-36,"(100, -36)",Wilderness,nature,,,,,,,
tile_100_-35,"(100, -35)",Wilderness,nature,,,,,,,
tile_100_-34,"(100, -34)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_100_-33,"(100, -33)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_100_-32,"(100, -32)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_100_-31,"(100, -31)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_100_-30,"(100, -30)",Wilderness,nature,,,,,,,
tile_100_-29,"(100, -29)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_100_-28,"(100, -28)",Unoccupied oasis,nature,"[{'unit': 'Wild Boar', 'count': 5}, {'unit': 'Wolf', 'count': 5}, {'unit': 'Bear', 'count': 2}]",53.8,"Lumber,Crop",,,,
tile_100_-27,"(100, -27)",Unoccupied oasis,nature,"[{'unit': 'Wolf', 'count': 1}, {'unit': 'Bear', 'count': 1}]",53.0,"Lumber,Crop",,,,
tile_100_-26,"(100, -26)",WoodCutters,vyblit,,52.3,,Romans,SE,,287.0
tile_100_-25,"(100, -25)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_100_-24,"(100, -24)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_100_-23,"(100, -23)",village,Tumppu,,50.2,,Egyptians,,,28.0
tile_100_-22,"(100, -22)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_100_-21,"(100, -21)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_100_-20,"(100, -20)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_100_-19,"(100, -19)",Wilderness,nature,,,,,,,
tile_100_-18,"(100, -18)",Orky,Yafes,,47.0,,Teutons,HNTR1,,217.0
tile_100_-17,"(100, -17)",Wilderness,nature,,,,,,,
tile_100_-16,"(100, -16)",village,Busjazzo,,45.8,,Egyptians,,,74.0
tile_100_-15,"(100, -15)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_100_-14,"(100, -14)",Natars,Natars,,44.7,,Natars,,,35.0
tile_100_-13,"(100, -13)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_100_-12,"(100, -12)",Unoccupied oasis,nature,,43.6,Lumber,,,,
tile_100_-11,"(100, -11)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_100_-10,"(100, -10)",Wilderness,nature,,,,,,,
tile_100_-9,"(100, -9)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_100_-8,"(100, -8)",Wilderness,nature,,,,,,,
tile_100_-7,"(100, -7)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_100_-6,"(100, -6)",ZAKHAR,ZAKHAR2007,,40.7,,Teutons,,,28.0
tile_100_-5,"(100, -5)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_100_-4,"(100, -4)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_100_-3,"(100, -3)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_100_-2,"(100, -2)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_100_-1,"(100, -1)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_100_0,"(100, 0)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_100_1,"(100, 1)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_100_2,"(100, 2)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_100_3,"(100, 3)",Unoccupied oasis,nature,"[{'unit': 'Rat', 'count': 5}, {'unit': 'Snake', 'count': 5}, {'unit': 'Bear', 'count': 3}, {'unit': 'Tiger', 'count': 1}]",37.9,Crop,,,,
tile_100_4,"(100, 4)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_100_5,"(100, 5)",Unoccupied oasis,nature,"[{'unit': 'Wolf', 'count': 2}, {'unit': 'Bear', 'count': 2}]",37.5,Lumber,,,,
tile_100_6,"(100, 6)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_100_7,"(100, 7)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_100_8,"(100, 8)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_100_9,"(100, 9)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_100_10,"(100, 10)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_100_11,"(100, 11)",village,HiMoTeP,,37.0,,Huns,HNTR1,,444.0
tile_100_12,"(100, 12)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_100_13,"(100, 13)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_100_14,"(100, 14)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_100_15,"(100, 15)",Wilderness,nature,,,,,,,
tile_100_16,"(100, 16)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_100_17,"(100, 17)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_100_18,"(100, 18)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_100_19,"(100, 19)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_100_20,"(100, 20)",Natars,Natars,,38.1,,Natars,,,23.0
tile_100_21,"(100, 21)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_100_22,"(100, 22)",Wilderness,nature,,,,,,,
tile_100_23,"(100, 23)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_100_24,"(100, 24)",Unoccupied oasis,nature,"[{'unit': 'Wild Boar', 'count': 5}, {'unit': 'Wolf', 'count': 5}, {'unit': 'Bear', 'count': 3}]",39.2,"Lumber,Crop",,,,
tile_100_25,"(100, 25)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_100_26,"(100, 26)",Unoccupied oasis,nature,,39.9,Clay,,,,
tile_100_27,"(100, 27)",Unoccupied oasis,nature,,40.3,Clay,,,,
tile_100_28,"(100, 28)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_100_29,"(100, 29)",Natars,Natars,,41.1,,Natars,,,68.0
tile_100_30,"(100, 30)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_100_31,"(100, 31)",Occupied oasis,SemWar,,42.1,"Lumber,Crop",Egyptians,BRIX,03,
tile_100_32,"(100, 32)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_100_33,"(100, 33)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_100_34,"(100, 34)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
tile_100_35,"(100, 35)",Wilderness,nature,,,,,,,
tile_100_36,"(100, 36)",Unoccupied oasis,nature,,44.7,Iron,,,,
tile_100_37,"(100, 37)",Abandoned valley,nature,,,"Lumber,Clay,Iron,Crop",,,,
